Category,Activity_Description,Spend_Amount,Spend_Currency,Emission_Factor,CO2e_Tonnes,Date,Supplier,Category_Details,Data_Quality
Category 14,Inbound Logistics - Truck,338681.93,USD,0.442,149.7,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 7,Inbound Logistics - Truck,58802.16,USD,0.967,56.86,2024-01-15,MetalSupply Co,Scope 3 emissions category,Proxy data
Category 8,Raw Materials - Steel,52448.31,USD,2.31,121.16,2024-12-15,TechEquip Corp,Scope 3 emissions category,Primary data
Category 10,Manufacturing Equipment,319786.58,USD,0.669,213.94,2024-04-15,OfficeMax,Scope 3 emissions category,Proxy data
Category 5,Inbound Logistics - Truck,160255.75,USD,1.351,216.51,2024-02-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 3,Manufacturing Equipment,58115.74,USD,2.877,167.2,2024-09-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 9,IT Hardware,275133.46,USD,0.85,233.86,2024-12-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 4,Packaging Materials,36550.19,USD,1.859,67.95,2024-06-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 3,Raw Materials - Steel,235897.05,USD,2.043,481.94,2024-02-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 2,Business Travel - Air,196566.46,USD,2.129,418.49,2024-10-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 6,Manufacturing Equipment,166833.72,USD,0.635,105.94,2024-11-15,MetalSupply Co,Scope 3 emissions category,Industry average
Category 10,Packaging Materials,47365.17,USD,2.417,114.48,2024-12-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 8,Manufacturing Equipment,342554.51,USD,2.145,734.78,2024-08-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 4,Packaging Materials,430687.04,USD,1.87,805.38,2024-06-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 12,IT Hardware,394600.57,USD,2.653,1046.88,2024-08-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 2,Employee Commuting,57330.64,USD,1.462,83.82,2024-03-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 10,Product Use Phase,64569.61,USD,0.354,22.86,2024-12-15,MetalSupply Co,Scope 3 emissions category,Proxy data
Category 9,Raw Materials - Aluminum,396423.04,USD,1.622,643.0,2024-07-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 10,Office Supplies,274426.56,USD,2.923,802.15,2024-07-15,MetalSupply Co,Scope 3 emissions category,Proxy data
Category 4,Product Use Phase,216143.1,USD,2.942,635.89,2024-10-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 12,Office Supplies,87369.64,USD,2.025,176.92,2024-12-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 10,Product Use Phase,231991.31,USD,1.688,391.6,2024-08-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 7,Raw Materials - Aluminum,299531.33,USD,2.072,620.63,2024-10-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 8,Raw Materials - Steel,46175.97,USD,2.46,113.59,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 11,Packaging Materials,227034.24,USD,0.91,206.6,2024-10-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 4,IT Hardware,150567.93,USD,2.393,360.31,2024-11-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 12,IT Hardware,495154.34,USD,1.769,875.93,2024-10-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 14,Manufacturing Equipment,32142.87,USD,2.708,87.04,2024-01-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 14,IT Hardware,55739.46,USD,0.883,49.22,2024-01-15,OfficeMax,Scope 3 emissions category,Industry average
Category 12,Product Use Phase,197739.89,USD,0.988,195.37,2024-07-15,Corporate Travel,Scope 3 emissions category,Industry average
Category 7,Inbound Logistics - Truck,106396.82,USD,0.562,59.8,2024-03-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 7,IT Hardware,420141.38,USD,0.505,212.17,2024-11-15,PackagePro Ltd,Scope 3 emissions category,Secondary data
Category 1,Raw Materials - Aluminum,324546.23,USD,0.475,154.16,2024-08-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 2,Packaging Materials,321479.21,USD,1.277,410.53,2024-08-15,Corporate Travel,Scope 3 emissions category,Hybrid approach
Category 3,Employee Commuting,255198.04,USD,1.679,428.48,2024-08-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 4,Packaging Materials,212961.16,USD,0.072,15.33,2024-08-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 5,Business Travel - Air,463355.66,USD,1.75,810.87,2024-01-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 8,IT Hardware,57469.02,USD,1.471,84.54,2024-12-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 12,Inbound Logistics - Truck,491805.97,USD,2.952,1451.81,2024-05-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 2,Inbound Logistics - Truck,445067.82,USD,0.311,138.42,2024-08-15,MetalSupply Co,Scope 3 emissions category,Hybrid approach
Category 13,Product Use Phase,156937.36,USD,0.206,32.33,2024-06-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 8,Inbound Logistics - Truck,453121.49,USD,1.743,789.79,2024-06-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 13,Manufacturing Equipment,145315.01,USD,0.154,22.38,2024-10-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 5,Raw Materials - Steel,315020.73,USD,1.756,553.18,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 13,Product Use Phase,14621.75,USD,1.48,21.64,2024-03-15,MetalSupply Co,Scope 3 emissions category,Proxy data
Category 5,Packaging Materials,308283.08,USD,0.862,265.74,2024-05-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 10,Packaging Materials,455155.61,USD,2.23,1015.0,2024-11-15,WasteManagement Co,Scope 3 emissions category,Proxy data
Category 13,Packaging Materials,131365.04,USD,2.117,278.1,2024-08-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 14,Raw Materials - Steel,172081.15,USD,0.299,51.45,2024-03-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 13,Business Travel - Air,385413.53,USD,0.752,289.83,2024-08-15,PackagePro Ltd,Scope 3 emissions category,Secondary data
Category 10,IT Hardware,28108.57,USD,0.83,23.33,2024-02-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 8,Business Travel - Air,238639.74,USD,1.455,347.22,2024-09-15,OfficeMax,Scope 3 emissions category,Industry average
Category 11,Business Travel - Air,237820.2,USD,0.478,113.68,2024-07-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 15,Employee Commuting,191620.04,USD,0.981,187.98,2024-09-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 15,Inbound Logistics - Truck,319074.65,USD,2.871,916.06,2024-07-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 5,Manufacturing Equipment,401355.86,USD,0.803,322.29,2024-10-15,Corporate Travel,Scope 3 emissions category,Industry average
Category 13,Office Supplies,367422.41,USD,1.787,656.58,2024-04-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 6,Inbound Logistics - Truck,6278.42,USD,0.075,0.47,2024-02-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 2,Inbound Logistics - Truck,52849.74,USD,1.366,72.19,2024-04-15,TechEquip Corp,Scope 3 emissions category,Proxy data
Category 4,Raw Materials - Steel,12826.54,USD,0.321,4.12,2024-10-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 11,Raw Materials - Aluminum,354329.48,USD,0.404,143.15,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 11,Product Use Phase,401796.83,USD,0.595,239.07,2024-02-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 5,Employee Commuting,330578.45,USD,0.273,90.25,2024-08-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 12,IT Hardware,129410.96,USD,2.353,304.5,2024-05-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 7,IT Hardware,497983.32,USD,0.812,404.36,2024-05-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 2,Employee Commuting,489731.57,USD,0.642,314.41,2024-07-15,PackagePro Ltd,Scope 3 emissions category,Industry average
Category 2,Packaging Materials,270775.45,USD,1.322,357.97,2024-10-15,MetalSupply Co,Scope 3 emissions category,Industry average
Category 12,Manufacturing Equipment,52540.27,USD,0.265,13.92,2024-10-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 1,Employee Commuting,75278.28,USD,1.939,145.96,2024-01-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 3,IT Hardware,452404.15,USD,1.745,789.45,2024-09-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 7,Business Travel - Air,422180.53,USD,2.354,993.81,2024-02-15,OfficeMax,Scope 3 emissions category,Primary data
Category 7,Employee Commuting,61480.62,USD,1.629,100.15,2024-06-15,LogisticsPro,Scope 3 emissions category,Proxy data
Category 7,Raw Materials - Steel,316503.99,USD,2.879,911.21,2024-02-15,LogisticsPro,Scope 3 emissions category,Hybrid approach
Category 14,IT Hardware,41147.94,USD,1.406,57.85,2024-05-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 9,Raw Materials - Steel,483788.97,USD,1.999,967.09,2024-05-15,Corporate Travel,Scope 3 emissions category,Primary data
Category 11,IT Hardware,243765.27,USD,2.661,648.66,2024-08-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 1,Office Supplies,13656.94,USD,2.989,40.82,2024-04-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 2,Inbound Logistics - Truck,322060.41,USD,1.524,490.82,2024-08-15,SteelCorp Inc,Scope 3 emissions category,Primary data
Category 6,Raw Materials - Steel,169521.58,USD,2.177,369.05,2024-07-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 13,Inbound Logistics - Truck,229726.81,USD,2.05,470.94,2024-09-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 4,Raw Materials - Aluminum,19401.96,USD,0.468,9.08,2024-11-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 15,Product Use Phase,23855.05,USD,2.119,50.55,2024-03-15,SteelCorp Inc,Scope 3 emissions category,Secondary data
Category 11,Raw Materials - Steel,452426.51,USD,2.471,1117.95,2024-02-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 3,Product Use Phase,32914.85,USD,2.462,81.04,2024-02-15,WasteManagement Co,Scope 3 emissions category,Hybrid approach
Category 13,Product Use Phase,111065.69,USD,2.423,269.11,2024-07-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 6,Raw Materials - Aluminum,487950.78,USD,1.749,853.43,2024-03-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 13,Raw Materials - Steel,296949.54,USD,1.04,308.83,2024-02-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 13,Business Travel - Air,84857.38,USD,1.141,96.82,2024-03-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 15,Product Use Phase,21308.75,USD,0.345,7.35,2024-11-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 1,Employee Commuting,41280.58,USD,0.071,2.93,2024-02-15,TechEquip Corp,Scope 3 emissions category,Industry average
Category 12,Employee Commuting,346486.81,USD,0.658,227.99,2024-11-15,TechEquip Corp,Scope 3 emissions category,Hybrid approach
Category 8,Business Travel - Air,120387.63,USD,0.565,68.02,2024-12-15,SteelCorp Inc,Scope 3 emissions category,Hybrid approach
Category 3,Employee Commuting,306412.86,USD,0.31,94.99,2024-05-15,LogisticsPro,Scope 3 emissions category,Industry average
Category 1,Inbound Logistics - Truck,118583.86,USD,0.397,47.08,2024-09-15,MetalSupply Co,Scope 3 emissions category,Hybrid approach
Category 6,Inbound Logistics - Truck,254262.84,USD,1.419,360.8,2024-11-15,OfficeMax,Scope 3 emissions category,Proxy data
Category 1,Office Supplies,57226.88,USD,0.49,28.04,2024-08-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 3,Raw Materials - Steel,27959.78,USD,1.124,31.43,2024-04-15,Corporate Travel,Scope 3 emissions category,Proxy data
Category 6,Product Use Phase,402771.68,USD,2.287,921.14,2024-01-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 15,Inbound Logistics - Truck,88767.92,USD,2.367,210.11,2024-08-15,MetalSupply Co,Scope 3 emissions category,Primary data
Category 15,Office Supplies,360980.14,USD,1.798,649.04,2024-06-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 12,IT Hardware,115801.55,USD,0.375,43.43,2024-04-15,MetalSupply Co,Scope 3 emissions category,Secondary data
Category 12,Business Travel - Air,435073.27,USD,1.158,503.81,2024-04-15,MetalSupply Co,Scope 3 emissions category,Industry average
Category 10,Employee Commuting,28115.34,USD,1.336,37.56,2024-04-15,WasteManagement Co,Scope 3 emissions category,Secondary data
Category 7,IT Hardware,69065.9,USD,2.173,150.08,2024-11-15,LogisticsPro,Scope 3 emissions category,Proxy data
Category 4,IT Hardware,64478.67,USD,2.092,134.89,2024-01-15,TechEquip Corp,Scope 3 emissions category,Secondary data
Category 2,Employee Commuting,229830.88,USD,0.555,127.56,2024-06-15,OfficeMax,Scope 3 emissions category,Proxy data
Category 10,Packaging Materials,394983.94,USD,1.932,763.11,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 9,Office Supplies,44150.69,USD,2.578,113.82,2024-08-15,OfficeMax,Scope 3 emissions category,Hybrid approach
Category 8,Employee Commuting,140306.27,USD,2.204,309.24,2024-12-15,OfficeMax,Scope 3 emissions category,Secondary data
Category 6,Business Travel - Air,290154.05,USD,2.681,777.9,2024-10-15,PackagePro Ltd,Scope 3 emissions category,Hybrid approach
Category 15,Raw Materials - Steel,209468.15,USD,0.18,37.7,2024-08-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 9,Business Travel - Air,240155.4,USD,2.404,577.33,2024-02-15,WasteManagement Co,Scope 3 emissions category,Industry average
Category 4,Raw Materials - Aluminum,279685.0,USD,0.087,24.33,2024-12-15,Corporate Travel,Scope 3 emissions category,Secondary data
Category 3,IT Hardware,148599.42,USD,1.961,291.4,2024-02-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 11,Manufacturing Equipment,81739.61,USD,1.405,114.84,2024-10-15,SteelCorp Inc,Scope 3 emissions category,Industry average
Category 8,Packaging Materials,437225.32,USD,1.246,544.78,2024-06-15,WasteManagement Co,Scope 3 emissions category,Primary data
Category 14,Raw Materials - Aluminum,193054.75,USD,2.088,403.1,2024-09-15,SteelCorp Inc,Scope 3 emissions category,Proxy data
Category 7,Manufacturing Equipment,349329.44,USD,1.857,648.7,2024-10-15,OfficeMax,Scope 3 emissions category,Primary data
Category 10,IT Hardware,368144.63,USD,0.212,78.05,2024-11-15,LogisticsPro,Scope 3 emissions category,Primary data
Category 2,Business Travel - Air,183429.84,USD,1.876,344.11,2024-06-15,LogisticsPro,Scope 3 emissions category,Secondary data
Category 11,Inbound Logistics - Truck,352731.96,USD,1.704,601.06,2024-04-15,PackagePro Ltd,Scope 3 emissions category,Proxy data
Category 4,Inbound Logistics - Truck,57665.28,USD,1.462,84.31,2024-10-15,OfficeMax,Scope 3 emissions category,Secondary data
